x_values,y_values
"['Dmin7', 'Cmaj7', 'Fmaj7']",Emin7
"['Cmaj7', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",C
"['Dmin7', 'Cmaj7', 'C']",G
"['Cmaj7', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",Fmaj7
"['F', 'C', 'Fmaj7']",Emin7
"['C', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",Fmaj7
"['Dmin7', 'Cmaj7', 'Fmaj7']",Emin7
"['Cmaj7', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",C
"['Dmin7', 'Cmaj7', 'C']",G
"['Cmaj7', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",Fmaj7
"['F', 'C', 'Fmaj7']",Emin7
"['C', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",Fmaj7
"['Dmin7', 'Cmaj7', 'Fmaj7']",Emin7
"['Cmaj7', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",Amin
"['Dmin7', 'Cmaj7', 'Amin']",G
"['Cmaj7', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Amin
"['G', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Fmaj7
"['Amin', 'G', 'Fmaj7']",F
"['G', 'Fmaj7', 'F']",Amin
"['Fmaj7', 'F', 'Amin']",G
"['F', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Amin
"['G', 'F', 'Amin']",G
"['F', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Amin
"['G', 'F', 'Amin']",G
"['F', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Emin7
"['G', 'F', 'Emin7']",Amin
"['F', 'Emin7', 'Amin']",G
"['Emin7', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Emin7
"['G', 'F', 'Emin7']",Fmaj7
"['F', 'Emin7', 'Fmaj7']",Emin7
"['Emin7', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",Fmaj7
"['Dmin7', 'Cmaj7', 'Fmaj7']",Emin7
"['Cmaj7', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",Fmaj7
"['Dmin7', 'Cmaj7', 'Fmaj7']",Emin7
"['Cmaj7', 'Fmaj7', 'Emin7']",Dmin7
"['Fmaj7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",C
"['Dmin7', 'Cmaj7', 'C']",G
"['Cmaj7', 'C', 'G']",F
"['C', 'G', 'F']",G
"['G', 'F', 'G']",C
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",F
"['G', 'Amin', 'F']",G
"['Amin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",F
"['G', 'Amin', 'F']",G
"['Amin', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",Amin
"['F', 'G', 'Amin']",F
"['G', 'Amin', 'F']",G
"['Amin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",F
"['G', 'Amin', 'F']",G
"['Amin', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",C
"['A', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",A
"['D', 'C', 'A']",D
"['C', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",C
"['A', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",A
"['D', 'C', 'A']",D
"['C', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",A
"['A', 'G', 'A']",G
"['G', 'A', 'G']",A
"['A', 'G', 'A']",G
"['G', 'A', 'G']",A
"['A', 'G', 'A']",G
"['G', 'A', 'G']",C
"['A', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",A
"['D', 'C', 'A']",D
"['C', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['Dmin', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Dmin
"['G', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",D
"['Amin', 'Emin', 'D']",Dmin
"['Emin', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Dmin
"['G', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",Emin
"['Emin', 'G', 'Emin']",G
"['G', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Amin
"['D', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Dmin
"['G', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Dmin
"['G', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",G
"['Dmin', 'Amin', 'G']",Emin7
"['Amin', 'G', 'Emin7']",G
"['G', 'Emin7', 'G']",D
"['Emin7', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Amin
"['D', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Dmin
"['G', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",G
"['Dmin', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",F#min
"['G', 'D', 'F#min']",Emin7
"['D', 'F#min', 'Emin7']",Dmaj7
"['F#min', 'Emin7', 'Dmaj7']",Emin
"['Emin7', 'Dmaj7', 'Emin']",G
"['Dmaj7', 'Emin', 'G']",D
"['Emin', 'G', 'D']",A
"['G', 'D', 'A']",Dmin
"['D', 'A', 'Dmin']",Amin
"['A', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",D
"['Amin', 'Emin', 'D']",Dmin
"['Emin', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",G
"['Dmin', 'Amin', 'G']",Emin
"['Amin', 'G', 'Emin']",G
"['G', 'Emin', 'G']",F#min
"['Emin', 'G', 'F#min']",Dmin
"['G', 'F#min', 'Dmin']",D
"['F#min', 'Dmin', 'D']",A
"['Dmin', 'D', 'A']",Emin
"['D', 'A', 'Emin']",G
"['A', 'Emin', 'G']",D
"['Emin', 'G', 'D']",A
"['G', 'D', 'A']",G
"['D', 'A', 'G']",D
"['A', 'G', 'D']",A
"['G', 'D', 'A']",Emin
"['D', 'A', 'Emin']",G
"['A', 'Emin', 'G']",Dmin
"['Emin', 'G', 'Dmin']",Amin
"['G', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Dmin
"['G', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Dmin
"['G', 'D', 'Dmin']",Amin
"['D', 'Dmin', 'Amin']",Emin
"['Dmin', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'Bmin']",Emin
"['G', 'Bmin', 'Emin']",G
"['Bmin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Bmin
"['Emin', 'G', 'Bmin']",D
"['G', 'Bmin', 'D']",Bmin
"['Bmin', 'D', 'Bmin']",D
"['D', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Emin
"['Emin', 'G', 'Emin']",Bmin
"['G', 'Emin', 'Bmin']",D
"['Emin', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Bmin
"['Emin', 'G', 'Bmin']",D
"['G', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",D
"['Emin', 'G', 'D']",F#
"['G', 'D', 'F#']",Emin
"['D', 'F#', 'Emin']",F#
"['F#', 'Emin', 'F#']",G
"['Emin', 'F#', 'G']",F#
"['F#', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",Bmin
"['Bmin', 'D', 'Bmin']",D
"['D', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Emin
"['Emin', 'G', 'Emin']",Bmin
"['G', 'Emin', 'Bmin']",D
"['Emin', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Bmin
"['Emin', 'G', 'Bmin']",D
"['G', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",D
"['Emin', 'G', 'D']",F#
"['G', 'D', 'F#']",Emin
"['D', 'F#', 'Emin']",F#
"['F#', 'Emin', 'F#']",G
"['Emin', 'F#', 'G']",F#
"['F#', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",Bmin
"['Bmin', 'D', 'Bmin']",D
"['D', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Emin
"['Emin', 'G', 'Emin']",Bmin
"['G', 'Emin', 'Bmin']",G
"['Emin', 'Bmin', 'G']",Emin
"['Bmin', 'G', 'Emin']",F#
"['G', 'Emin', 'F#']",G
"['Emin', 'F#', 'G']",F#
"['F#', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",G
"['G', 'F#', 'G']",F#
"['F#', 'G', 'F#']",G
"['G', 'F#', 'G']",F#
"['F#', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",F#
"['D', 'G', 'F#']",Bmin
"['G', 'F#', 'Bmin']",D
"['F#', 'Bmin', 'D']",Bmin
"['Bmin', 'D', 'Bmin']",D
"['D', 'Bmin', 'D']",G
"['Bmin', 'D', 'G']",Emin
"['D', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Emin
"['Emin', 'G', 'Emin']",Bmin
"['C', 'Amin7', 'F']",C
"['Amin7', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",Amin7
"['G', 'C', 'Amin7']",F
"['C', 'Amin7', 'F']",C
"['Amin7', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",Amin7
"['G', 'C', 'Amin7']",F
"['C', 'Amin7', 'F']",C
"['Amin7', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",F
"['G', 'C', 'F']",C
"['C', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",G
"['F', 'C', 'G']",Amin
"['C', 'G', 'Amin']",F
"['G', 'Amin', 'F']",C
"['Amin', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",Amin7
"['G', 'C', 'Amin7']",F
"['C', 'Amin7', 'F']",C
"['Amin7', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",Amin7
"['G', 'C', 'Amin7']",F
"['C', 'Amin7', 'F']",C
"['Amin7', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",F
"['G', 'C', 'F']",C
"['C', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",G
"['F', 'C', 'G']",Amin7
"['C', 'G', 'Amin7']",F
"['G', 'Amin7', 'F']",C
"['Amin7', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['F', 'C', 'G']",Dmin7
"['C', 'G', 'Dmin7']",Amin
"['G', 'Dmin7', 'Amin']",F
"['Dmin7', 'Amin', 'F']",C
"['Amin', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",G
"['F', 'C', 'G']",Amin
"['C', 'G', 'Amin']",F
"['G', 'Amin', 'F']",C
"['Amin', 'F', 'C']",F
"['F', 'C', 'F']",C
"['C', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",Amin
"['G', 'C', 'Amin']",F
"['C', 'Amin', 'F']",C
"['Amin', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'E', 'Amin']",C
"['E', 'Amin', 'C']",E
"['Amin', 'C', 'E']",Amin
"['C', 'E', 'Amin']",Dmin
"['E', 'Amin', 'Dmin']",G
"['Amin', 'Dmin', 'G']",Dmin
"['Dmin', 'G', 'Dmin']",G
"['G', 'Dmin', 'G']",C
"['Dmin', 'G', 'C']",Emin
"['G', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",C
"['Amin', 'G', 'C']",Emin
"['G', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Amin
"['G', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",C
"['C', 'F', 'C']",Emin
"['F', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",C
"['Emin', 'Amin', 'C']",Emin
"['Amin', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",Dmin
"['Emin', 'Amin', 'Dmin']",G
"['Amin', 'Dmin', 'G']",Dmin
"['Dmin', 'G', 'Dmin']",G
"['G', 'Dmin', 'G']",C
"['Dmin', 'G', 'C']",Emin
"['G', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",C
"['Amin', 'G', 'C']",Emin
"['G', 'C', 'Emin']",Amin
"['C', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Amin
"['G', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",C
"['C', 'F', 'C']",F
"['F', 'C', 'F']",Amin
"['C', 'F', 'Amin']",F
"['F', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",F
"['F', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Amin
"['G', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",C
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",C
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",C
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",Emin
"['D', 'C', 'Emin']",C
"['C', 'Emin', 'C']",G
"['Emin', 'C', 'G']",C
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",D
"['C', 'Emin', 'D']",C
"['Emin', 'D', 'C']",G
"['D', 'C', 'G']",C
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",D
"['C', 'Emin', 'D']",C
"['Emin', 'D', 'C']",G
"['D', 'C', 'G']",C
